SOURCE	TARGET
AT1G42970.1	AT1G06680.1
AT1G42970.1	AT2G39730.1
AT1G42970.1	AT1G03130.1
AT1G42970.1	AT3G55800.1
AT1G42970.1	AT4G02530.1
AT1G42970.1	AT1G09340.1
AT1G42970.1	AT3G08940.2
AT1G42970.1	AT1G31330.1
AT1G42970.1	AT1G32470.1
AT1G42970.1	AT1G23740.1
AT1G42970.1	AT4G09650.1
AT1G42970.1	AT1G54780.1
AT1G42970.1	AT5G66570.1
AT1G42970.1	AT4G01050.1
AT1G42970.1	AT1G76100.1
AT1G42970.1	AT5G01530.1
AT1G42970.1	AT1G32060.1
AT1G42970.1	AT2G35370.1
AT1G42970.1	AT4G38970.1
AT1G42970.1	AT1G20020.1
AT1G42970.1	AT1G15820.1
AT1G42970.1	AT3G63140.1
AT3G46780.1	AT2G36145.1
AT3G46780.1	AT3G08940.2
AT3G46780.1	AT1G30380.1
AT3G46780.1	AT1G75690.1
AT3G46780.1	AT4G01150.1
AT3G46780.1	AT1G54780.1
AT3G46780.1	AT5G23060.1
AT3G46780.1	AT4G01050.1
AT3G46780.1	AT1G15980.1
AT3G46780.1	AT1G55670.1
AT3G46780.1	AT3G56940.1
AT3G46780.1	AT3G01480.1
AT3G46780.1	AT5G01530.1
AT3G46780.1	AT2G39730.1
AT3G46780.1	AT4G02530.1
AT3G46780.1	AT4G28080.1
AT3G46780.1	AT3G63140.1
ATCG00380.1	ATCG00650.1
ATCG00380.1	AT2G18110.1
ATCG00380.1	AT5G65220.1
ATCG00380.1	ATCG01240.1
ATCG00380.1	AT5G10360.1
ATCG00380.1	AT2G25210.1
ATCG00380.1	ATCG00770.1
ATCG00380.1	AT3G56340.1
ATCG00380.1	ATCG01300.1
ATCG00380.1	ATCG01120.1
ATCG00380.1	AT2G40510.1
ATCG00380.1	AT3G51190.1
ATCG00380.1	AT5G14320.1
ATCG00380.1	AT5G22440.2
ATCG00380.1	AT4G31700.1
AT3G61470.1	AT3G08940.2
AT3G61470.1	AT5G66570.1
AT3G61470.1	AT1G30380.1
AT3G61470.1	AT1G79040.1
AT3G61470.1	AT1G31330.1
AT3G61470.1	AT1G55670.1
AT3G61470.1	AT5G01530.1
AT3G61470.1	AT3G50820.1
AT3G61470.1	AT1G06680.1
AT3G61470.1	AT1G03130.1
AT3G61470.1	AT4G10340.1
AT3G61470.1	AT4G02770.1
AT3G61470.1	AT4G28750.1
AT3G61470.1	AT4G12800.1
AT3G50820.1	AT1G42970.1
AT3G50820.1	AT3G55330.1
AT3G50820.1	AT3G08940.2
AT3G50820.1	ATCG00270.1
AT3G50820.1	AT1G30380.1
AT3G50820.1	AT1G31330.1
AT3G50820.1	AT2G40100.1
AT3G50820.1	AT1G75690.1
AT3G50820.1	AT4G04640.1
AT3G50820.1	AT5G08050.1
AT3G50820.1	ATCG00280.1
AT3G50820.1	ATCG00720.1
AT3G50820.1	AT4G02770.1
AT3G50820.1	AT3G26650.1
AT3G50820.1	AT4G09650.1
AT3G50820.1	AT4G28750.1
AT3G50820.1	ATCG00570.1
AT3G50820.1	AT1G54780.1
AT3G50820.1	AT4G12800.1
AT3G50820.1	AT3G12780.1
AT3G50820.1	AT2G21330.1
AT3G50820.1	AT1G51400.1
AT3G50820.1	AT5G66570.1
AT3G50820.1	AT3G61470.1
AT3G50820.1	AT1G79040.1
AT3G50820.1	AT1G55670.1
AT3G50820.1	AT3G01480.1
AT3G50820.1	AT1G76100.1
AT3G50820.1	AT1G20340.1
AT3G50820.1	AT5G01530.1
AT3G50820.1	AT5G66190.1
AT3G50820.1	AT1G06680.1
AT3G50820.1	AT2G39730.1
AT3G50820.1	AT1G21500.1
AT3G50820.1	AT1G03130.1
AT3G50820.1	AT4G10340.1
AT3G50820.1	ATCG00580.1
AT3G50820.1	AT1G32060.1
AT3G50820.1	AT4G38970.1
AT3G50820.1	ATCG00020.1
AT3G50820.1	AT2G05100.1
AT3G50820.1	AT1G15820.1
AT3G50820.1	AT1G09340.1
AT3G50820.1	AT3G17930.1
ATCG00340.1	ATCG00120.1
ATCG00340.1	ATCG00720.1
ATCG00340.1	ATCG00670.1
ATCG00340.1	ATCG01060.1
ATCG00340.1	ATCG00540.1
ATCG00340.1	ATCG00270.1
ATCG00340.1	AT4G02770.1
ATCG00340.1	AT1G30380.1
ATCG00340.1	ATCG00020.1
ATCG00340.1	ATCG00350.1
ATCG00340.1	ATCG00480.1
ATCG00340.1	AT1G31330.1
ATCG00340.1	AT1G55670.1
ATCG00340.1	AT4G28750.1
ATCG00340.1	ATCG00470.1
ATCG00340.1	ATCG00570.1
ATCG00340.1	ATCG00130.1
ATCG00340.1	AT1G03130.1
ATCG00340.1	ATCG00710.1
ATCG00340.1	AT4G12800.1
ATCG00340.1	AT4G10340.1
ATCG00340.1	ATCG00580.1
ATCG00340.1	ATCG00520.1
ATCG00340.1	ATCG00490.1
ATCG00340.1	ATCG00280.1
ATCG00770.1	ATCG00650.1
ATCG00770.1	ATCG00120.1
ATCG00770.1	ATCG00380.1
ATCG00770.1	AT5G65220.1
ATCG00770.1	ATCG01240.1
ATCG00770.1	ATCG00130.1
ATCG00770.1	AT5G10360.1
ATCG00770.1	AT2G25210.1
ATCG00770.1	AT3G56340.1
ATCG00770.1	ATCG01300.1
ATCG00770.1	AT2G40510.1
ATCG00770.1	AT3G51190.1
ATCG00770.1	AT5G14320.1
ATCG00770.1	AT5G22440.2
ATCG00770.1	AT4G31700.1
ATCG00770.1	ATCG00820.1
AT1G55480.1	AT2G36145.1
AT1G55480.1	AT1G42970.1
AT1G55480.1	AT4G04640.1
AT1G55480.1	AT1G23740.1
AT1G55480.1	AT2G05310.1
AT1G55480.1	AT2G27680.1
AT1G55480.1	AT3G26650.1
AT1G55480.1	AT4G09650.1
AT1G55480.1	AT1G54780.1
AT1G55480.1	AT5G22800.1
AT1G55480.1	AT5G17170.1
AT1G55480.1	AT5G08410.1
AT1G55480.1	AT1G55670.1
AT1G55480.1	AT2G39730.1
AT1G55480.1	AT1G32060.1
AT1G55480.1	AT4G28740.1
AT1G55480.1	AT1G09340.1
AT1G76100.1	AT1G42970.1
AT1G76100.1	AT3G08940.2
AT1G76100.1	AT1G30380.1
AT1G76100.1	AT1G31330.1
AT1G76100.1	AT5G43750.1
AT1G76100.1	AT4G01150.1
AT1G76100.1	AT4G02770.1
AT1G76100.1	AT3G26650.1
AT1G76100.1	AT4G28750.1
AT1G76100.1	AT1G54780.1
AT1G76100.1	AT4G12800.1
AT1G76100.1	AT2G21330.1
AT1G76100.1	AT1G51400.1
AT1G76100.1	AT5G66570.1
AT1G76100.1	AT1G79040.1
AT1G76100.1	AT1G55670.1
AT1G76100.1	AT1G20340.1
AT1G76100.1	AT5G01530.1
AT1G76100.1	AT3G50820.1
AT1G76100.1	AT1G06680.1
AT1G76100.1	AT2G39730.1
AT1G76100.1	AT1G03130.1
AT1G76100.1	AT4G10340.1
AT1G76100.1	AT1G32060.1
AT1G76100.1	AT1G15820.1
AT3G26650.1	AT1G30380.1
AT3G26650.1	AT4G04640.1
AT3G26650.1	AT3G62410.1
AT3G26650.1	AT4G02770.1
AT3G26650.1	AT2G21280.1
AT3G26650.1	AT1G55480.1
AT3G26650.1	AT3G12780.1
AT3G26650.1	AT2G21330.1
AT3G26650.1	AT1G51400.1
AT3G26650.1	AT5G17170.1
AT3G26650.1	AT1G55670.1
AT3G26650.1	AT1G20340.1
AT3G26650.1	AT3G50820.1
AT3G26650.1	AT2G39730.1
AT3G26650.1	AT1G03130.1
AT3G26650.1	AT3G55800.1
AT3G26650.1	AT1G09340.1
AT3G26650.1	AT1G42970.1
AT3G26650.1	AT3G08940.2
AT3G26650.1	AT1G67090.1
AT3G26650.1	AT1G31330.1
AT3G26650.1	AT1G32470.1
AT3G26650.1	AT1G23740.1
AT3G26650.1	AT4G09650.1
AT3G26650.1	AT1G54780.1
AT3G26650.1	AT5G66570.1
AT3G26650.1	AT4G01050.1
AT3G26650.1	AT3G56940.1
AT3G26650.1	AT1G76100.1
AT3G26650.1	AT5G01530.1
AT3G26650.1	AT4G10340.1
AT3G26650.1	AT1G32060.1
AT3G26650.1	AT2G35370.1
AT3G26650.1	AT4G38970.1
AT3G26650.1	AT1G15820.1
ATCG00020.1	ATCG00120.1
ATCG00020.1	ATCG00540.1
ATCG00020.1	ATCG00270.1
ATCG00020.1	AT5G66570.1
ATCG00020.1	AT1G31330.1
ATCG00020.1	ATCG00470.1
ATCG00020.1	ATCG00340.1
ATCG00020.1	AT3G50820.1
ATCG00020.1	AT1G06680.1
ATCG00020.1	ATCG00130.1
ATCG00020.1	AT4G10340.1
ATCG00020.1	ATCG00580.1
ATCG00020.1	ATCG00280.1
ATCG00020.1	ATCG00720.1
ATCG00020.1	ATCG01060.1
ATCG00020.1	ATCG00350.1
ATCG00020.1	ATCG00480.1
ATCG00020.1	ATCG00570.1
ATCG00020.1	AT1G15820.1
ATCG00020.1	AT1G29920.1
ATCG00020.1	ATCG00560.1
ATCG00020.1	ATCG00710.1
ATCG00020.1	ATCG00490.1
AT4G37930.1	AT4G04640.1
AT4G37930.1	AT1G23310.1
AT4G37930.1	AT3G12780.1
AT4G37930.1	AT2G39730.1
AT4G37930.1	AT3G55800.1
AT4G37930.1	AT1G42970.1
AT4G37930.1	AT4G33010.1
AT4G37930.1	AT1G32470.1
AT4G37930.1	AT4G09650.1
AT4G37930.1	AT2G26080.1
AT4G37930.1	AT1G32060.1
AT4G37930.1	AT2G35370.1
AT5G14320.1	ATCG00380.1
AT5G14320.1	AT5G65220.1
AT5G14320.1	ATCG01240.1
AT5G14320.1	AT3G63190.1
AT5G14320.1	AT5G10360.1
AT5G14320.1	AT2G25210.1
AT5G14320.1	ATCG00770.1
AT5G14320.1	AT3G27160.1
AT5G14320.1	AT3G27850.1
AT5G14320.1	AT3G56340.1
AT5G14320.1	ATCG01300.1
AT5G14320.1	AT2G40510.1
AT5G14320.1	AT1G62750.1
AT5G14320.1	AT1G48350.1
AT5G14320.1	AT3G51190.1
AT5G14320.1	AT5G47190.1
AT5G14320.1	AT5G22440.2
AT5G14320.1	AT4G31700.1
AT5G14320.1	AT5G58250.1
AT1G23740.1	AT2G36145.1
AT1G23740.1	AT1G42970.1
AT1G23740.1	AT4G04640.1
AT1G23740.1	AT1G32470.1
AT1G23740.1	AT2G05310.1
AT1G23740.1	AT2G27680.1
AT1G23740.1	AT3G26650.1
AT1G23740.1	AT2G21280.1
AT1G23740.1	AT4G09650.1
AT1G23740.1	AT1G55480.1
AT1G23740.1	AT1G54780.1
AT1G23740.1	AT5G22800.1
AT1G23740.1	AT5G17170.1
AT1G23740.1	AT5G08410.1
AT1G23740.1	AT1G16080.1
AT1G23740.1	AT3G55800.1
AT1G23740.1	AT1G32060.1
AT1G23740.1	AT2G35370.1
AT1G23740.1	AT4G02530.1
AT1G23740.1	AT1G09340.1
AT1G23740.1	AT3G63140.1
ATCG01060.1	ATCG00120.1
ATCG01060.1	ATCG00270.1
ATCG01060.1	AT1G31330.1
ATCG01060.1	AT1G55670.1
ATCG01060.1	ATCG00340.1
ATCG01060.1	ATCG00130.1
ATCG01060.1	AT1G03130.1
ATCG01060.1	ATCG00580.1
ATCG01060.1	ATCG00520.1
ATCG01060.1	ATCG00280.1
ATCG01060.1	ATCG00720.1
ATCG01060.1	AT4G02770.1
ATCG01060.1	ATCG00020.1
ATCG01060.1	ATCG00350.1
ATCG01060.1	ATCG00480.1
ATCG01060.1	AT4G28750.1
ATCG01060.1	AT2G05100.1
ATCG01060.1	ATCG00570.1
ATCG01060.1	ATCG00710.1
ATCG01060.1	AT4G12800.1
ATCG01060.1	ATCG00490.1
AT1G79040.1	AT5G66570.1
AT1G79040.1	AT1G30380.1
AT1G79040.1	AT3G61470.1
AT1G79040.1	AT1G31330.1
AT1G79040.1	AT1G55670.1
AT1G79040.1	AT1G76100.1
AT1G79040.1	AT1G20340.1
AT1G79040.1	AT5G01530.1
AT1G79040.1	AT3G50820.1
AT1G79040.1	AT1G06680.1
AT1G79040.1	AT4G10340.1
AT1G79040.1	AT4G28750.1
AT1G79040.1	AT1G15820.1
AT1G79040.1	AT4G12800.1
AT1G62750.1	AT5G14320.1
AT1G62750.1	AT3G63190.1
AT2G24590.1	AT3G12580.1
AT2G24590.1	AT5G64200.2
AT2G24590.1	AT3G57080.1
AT2G24590.1	AT5G09920.1
AT2G24590.1	AT2G03150.1
AT2G24590.1	AT5G41010.1
AT2G24590.1	AT2G37340.1
AT2G24590.1	AT2G29210.1
AT3G55800.1	AT1G42970.1
AT3G55800.1	AT1G32470.1
AT3G55800.1	AT1G23740.1
AT3G55800.1	AT3G26650.1
AT3G55800.1	AT2G21280.1
AT3G55800.1	AT1G54780.1
AT3G55800.1	AT3G12780.1
AT3G55800.1	AT2G21330.1
AT3G55800.1	AT4G37930.1
AT3G55800.1	AT5G66190.1
AT3G55800.1	AT1G06680.1
AT3G55800.1	AT2G39730.1
AT3G55800.1	AT1G32060.1
AT3G55800.1	AT2G35370.1
AT3G55800.1	AT4G38970.1
AT3G55800.1	AT4G02530.1
AT3G55800.1	AT1G20020.1
AT3G55800.1	AT1G09340.1
AT4G23890.1	AT4G37925.1
AT2G35410.1	AT3G01480.1
AT2G35410.1	AT5G47190.1
AT2G35410.1	AT4G02530.1
AT2G35410.1	AT3G09580.1
AT2G35410.1	AT3G63190.1
ATMG01275.1	ATCG01110.1
ATMG01275.1	ATCG00720.1
ATMG01275.1	ATMG01170.1
AT2G05310.1	AT5G17170.1
AT2G05310.1	AT5G45680.1
AT2G05310.1	AT1G55670.1
AT2G05310.1	AT5G43750.1
AT2G05310.1	AT3G01480.1
AT2G05310.1	AT1G75690.1
AT2G05310.1	AT1G32060.1
AT2G05310.1	AT1G23740.1
AT2G05310.1	AT2G27680.1
AT2G05310.1	AT2G21280.1
AT2G05310.1	AT4G09650.1
AT2G05310.1	AT1G55480.1
AT2G05310.1	AT4G02530.1
AT2G05310.1	AT1G09340.1
AT2G05310.1	AT1G54780.1
AT1G31330.1	AT1G42970.1
AT1G31330.1	AT3G12780.1
AT1G31330.1	AT1G51400.1
AT1G31330.1	AT3G08940.2
AT1G31330.1	AT5G17170.1
AT1G31330.1	AT5G66570.1
AT1G31330.1	AT1G30380.1
AT1G31330.1	AT3G61470.1
AT1G31330.1	AT1G79040.1
AT1G31330.1	AT1G55670.1
AT1G31330.1	AT3G01480.1
AT1G31330.1	AT1G76100.1
AT1G31330.1	AT1G20340.1
AT1G31330.1	AT2G40100.1
AT1G31330.1	AT5G01530.1
AT1G31330.1	ATCG00340.1
AT1G31330.1	AT4G04640.1
AT1G31330.1	AT3G50820.1
AT1G31330.1	AT1G06680.1
AT1G31330.1	AT2G39730.1
AT1G31330.1	AT5G08050.1
AT1G31330.1	AT1G03130.1
AT1G31330.1	AT4G10340.1
AT1G31330.1	AT1G32060.1
AT1G31330.1	ATCG00280.1
AT1G31330.1	ATCG01060.1
AT1G31330.1	AT4G02770.1
AT1G31330.1	ATCG00020.1
AT1G31330.1	ATCG00350.1
AT1G31330.1	AT3G26650.1
AT1G31330.1	AT4G09650.1
AT1G31330.1	AT4G28750.1
AT1G31330.1	AT2G05100.1
AT1G31330.1	AT1G15820.1
AT1G31330.1	AT1G09340.1
AT1G31330.1	AT1G54780.1
AT1G31330.1	AT4G12800.1
AT1G31330.1	AT3G17930.1
AT2G26080.1	AT4G33010.1
AT2G26080.1	AT1G32470.1
AT2G26080.1	AT1G23310.1
AT2G26080.1	AT4G37930.1
AT2G26080.1	AT2G35370.1
AT4G09650.1	AT1G42970.1
AT4G09650.1	ATCG00120.1
AT4G09650.1	AT1G30380.1
AT4G09650.1	AT5G45680.1
AT4G09650.1	AT1G31330.1
AT4G09650.1	AT5G43750.1
AT4G09650.1	AT1G75690.1
AT4G09650.1	AT4G04640.1
AT4G09650.1	ATCG00130.1
AT4G09650.1	AT1G32470.1
AT4G09650.1	AT1G23740.1
AT4G09650.1	AT2G05310.1
AT4G09650.1	AT4G02770.1
AT4G09650.1	AT2G27680.1
AT4G09650.1	AT3G26650.1
AT4G09650.1	AT2G21280.1
AT4G09650.1	ATCG00480.1
AT4G09650.1	AT4G32260.1
AT4G09650.1	AT3G27160.1
AT4G09650.1	AT1G55480.1
AT4G09650.1	AT1G54780.1
AT4G09650.1	AT4G12800.1
AT4G09650.1	AT5G02160.1
AT4G09650.1	AT3G12780.1
AT4G09650.1	AT5G22800.1
AT4G09650.1	AT1G51400.1
AT4G09650.1	AT5G17170.1
AT4G09650.1	AT5G66570.1
AT4G09650.1	AT4G01050.1
AT4G09650.1	AT5G08410.1
AT4G09650.1	AT1G55670.1
AT4G09650.1	AT4G37930.1
AT4G09650.1	AT3G01480.1
AT4G09650.1	ATCG00470.1
AT4G09650.1	AT5G66190.1
AT4G09650.1	AT3G50820.1
AT4G09650.1	AT1G06680.1
AT4G09650.1	AT1G03130.1
AT4G09650.1	AT1G32060.1
AT4G09650.1	AT2G35370.1
AT4G09650.1	AT4G02530.1
AT4G09650.1	AT1G15820.1
AT4G09650.1	AT1G09340.1
AT4G09650.1	ATMG01170.1
AT4G09650.1	AT3G63140.1
AT3G04120.1	AT3G12780.1
AT4G17170.1	AT4G17530.1
AT4G17170.1	AT5G59150.1
AT4G17170.1	AT5G10260.1
AT4G17170.1	AT4G39890.1
AT4G17170.1	AT5G60860.1
AT4G17170.1	AT1G22740.1
AT1G32470.1	AT1G42970.1
AT1G32470.1	AT4G33010.1
AT1G32470.1	AT5G43750.1
AT1G32470.1	AT1G23740.1
AT1G32470.1	AT3G26650.1
AT1G32470.1	AT4G09650.1
AT1G32470.1	AT2G26080.1
AT1G32470.1	AT1G54780.1
AT1G32470.1	AT3G12780.1
AT1G32470.1	AT5G17170.1
AT1G32470.1	AT4G37930.1
AT1G32470.1	AT3G01480.1
AT1G32470.1	AT3G55800.1
AT1G32470.1	AT1G32060.1
AT1G32470.1	AT1G76730.1
AT1G32470.1	AT2G35370.1
AT1G32470.1	AT4G02530.1
AT1G32470.1	AT1G09340.1
AT1G32470.1	AT3G63140.1
AT3G11630.1	AT5G64960.1
AT3G11630.1	AT2G23170.1
AT3G11630.1	AT2G47750.1
AT3G11630.1	AT5G13370.1
AT3G11630.1	AT3G14290.1
AT3G11630.1	AT5G06290.1
AT3G11630.1	AT3G52960.1
AT3G11630.1	AT5G51820.1
AT3G11630.1	AT5G47540.1
AT3G11630.1	AT4G29130.1
AT3G11630.1	AT3G12580.1
AT3G11630.1	AT1G64030.1
AT3G55330.1	AT1G75690.1
AT3G55330.1	AT3G01480.1
AT3G55330.1	AT3G50820.1
AT3G55330.1	AT1G06680.1
AT3G55330.1	AT5G66570.1
AT1G15980.1	AT5G43750.1
AT1G15980.1	AT3G46780.1
AT1G15980.1	AT4G37925.1
AT1G15980.1	AT3G01480.1
AT5G23060.1	AT2G36145.1
AT5G23060.1	AT3G08940.2
AT5G23060.1	AT1G30380.1
AT5G23060.1	AT4G01150.1
AT5G23060.1	AT1G54780.1
AT5G23060.1	AT3G46780.1
AT5G23060.1	AT5G01530.1
AT5G23060.1	AT2G39730.1
AT5G55220.1	AT5G65220.1
AT5G55220.1	ATCG01300.1
AT1G10090.1	AT1G64030.1
AT1G10090.1	AT3G21670.1
AT1G37130.1	AT2G15620.1
AT1G37130.1	AT2G19710.1
AT1G37130.1	AT5G48810.1
AT1G37130.1	AT1G65590.1
AT1G37130.1	AT1G77760.1
AT1G37130.1	AT1G64030.1
AT1G56330.1	AT4G02080.1
AT1G56330.1	AT5G05760.1
AT5G66570.1	AT1G42970.1
AT5G66570.1	AT3G55330.1
AT5G66570.1	AT3G08940.2
AT5G66570.1	ATCG00270.1
AT5G66570.1	AT1G30380.1
AT5G66570.1	AT1G31330.1
AT5G66570.1	AT2G40100.1
AT5G66570.1	AT4G04640.1
AT5G66570.1	ATCG00280.1
AT5G66570.1	ATCG00720.1
AT5G66570.1	AT4G02770.1
AT5G66570.1	AT3G26650.1
AT5G66570.1	AT4G09650.1
AT5G66570.1	AT4G28750.1
AT5G66570.1	ATCG00570.1
AT5G66570.1	AT1G29920.1
AT5G66570.1	AT1G54780.1
AT5G66570.1	ATCG00560.1
AT5G66570.1	ATCG00710.1
AT5G66570.1	AT4G12800.1
AT5G66570.1	AT3G12780.1
AT5G66570.1	AT1G51400.1
AT5G66570.1	AT3G61470.1
AT5G66570.1	AT1G79040.1
AT5G66570.1	AT1G55670.1
AT5G66570.1	AT3G01480.1
AT5G66570.1	AT1G76100.1
AT5G66570.1	AT1G20340.1
AT5G66570.1	AT5G01530.1
AT5G66570.1	AT3G50820.1
AT5G66570.1	AT1G06680.1
AT5G66570.1	AT2G39730.1
AT5G66570.1	AT1G21500.1
AT5G66570.1	AT1G03130.1
AT5G66570.1	AT4G10340.1
AT5G66570.1	ATCG00580.1
AT5G66570.1	AT1G32060.1
AT5G66570.1	ATCG00020.1
AT5G66570.1	AT2G05100.1
AT5G66570.1	AT1G15820.1
AT5G66570.1	AT1G09340.1
AT5G66570.1	AT3G17930.1
AT5G43750.1	AT2G36145.1
AT5G43750.1	AT5G17170.1
AT5G43750.1	AT1G15980.1
AT5G43750.1	AT1G55670.1
AT5G43750.1	AT3G01480.1
AT5G43750.1	AT1G76100.1
AT5G43750.1	AT1G20340.1
AT5G43750.1	AT1G32470.1
AT5G43750.1	AT1G03130.1
AT5G43750.1	AT2G35370.1
AT5G43750.1	AT4G01150.1
AT5G43750.1	AT2G05310.1
AT5G43750.1	AT4G02770.1
AT5G43750.1	AT2G27680.1
AT5G43750.1	AT4G09650.1
AT5G43750.1	AT4G02530.1
AT5G43750.1	AT1G54780.1
AT5G43750.1	AT3G63140.1
AT5G43750.1	AT3G17930.1
AT1G22740.1	AT4G17530.1
AT1G22740.1	AT4G17170.1
AT1G22740.1	AT5G10260.1
AT1G22740.1	AT2G28390.1
AT1G22740.1	AT4G39890.1
AT1G22740.1	AT5G60860.1
AT1G22740.1	AT5G59150.1
AT5G58250.1	AT3G56940.1
AT5G58250.1	AT5G14320.1
AT3G23700.1	AT1G27470.1
AT3G23700.1	AT1G76450.1
AT5G02160.1	AT4G09650.1
AT3G19480.1	NaN
AT2G35370.1	AT1G42970.1
AT2G35370.1	AT4G33010.1
AT2G35370.1	AT5G43750.1
AT2G35370.1	AT1G32470.1
AT2G35370.1	AT1G23740.1
AT2G35370.1	AT3G26650.1
AT2G35370.1	AT4G09650.1
AT2G35370.1	AT2G26080.1
AT2G35370.1	AT1G54780.1
AT2G35370.1	AT3G12780.1
AT2G35370.1	AT5G17170.1
AT2G35370.1	AT4G37930.1
AT2G35370.1	AT3G55800.1
AT2G35370.1	AT1G32060.1
AT2G35370.1	AT1G76730.1
AT2G35370.1	AT4G02530.1
AT2G35370.1	AT1G09340.1
AT5G08410.1	AT4G04640.1
AT5G08410.1	AT1G23740.1
AT5G08410.1	AT2G27680.1
AT5G08410.1	AT4G09650.1
AT5G08410.1	AT1G55480.1
AT5G08410.1	AT5G17170.1
AT5G08410.1	AT1G32060.1
AT5G08410.1	AT1G09340.1
AT1G13160.1	AT5G09380.1
AT1G13160.1	AT1G27470.1
AT1G13160.1	AT1G03530.1
AT1G13160.1	AT3G57150.1
AT5G16400.1	AT1G54780.1
AT1G20340.1	AT1G42970.1
AT1G20340.1	AT3G08940.2
AT1G20340.1	AT1G30380.1
AT1G20340.1	AT1G31330.1
AT1G20340.1	AT5G43750.1
AT1G20340.1	AT4G01150.1
AT1G20340.1	AT4G02770.1
AT1G20340.1	AT3G26650.1
AT1G20340.1	AT4G28750.1
AT1G20340.1	AT1G54780.1
AT1G20340.1	AT4G12800.1
AT1G20340.1	AT1G51400.1
AT1G20340.1	AT5G66570.1
AT1G20340.1	AT1G79040.1
AT1G20340.1	AT1G55670.1
AT1G20340.1	AT1G76100.1
AT1G20340.1	AT5G01530.1
AT1G20340.1	AT5G66190.1
AT1G20340.1	AT3G50820.1
AT1G20340.1	AT1G06680.1
AT1G20340.1	AT2G39730.1
AT1G20340.1	AT1G03130.1
AT1G20340.1	AT4G10340.1
AT1G20340.1	AT1G32060.1
AT1G20340.1	AT4G38970.1
AT1G20340.1	AT1G15820.1
AT5G16240.1	AT2G05990.2
AT2G03150.1	AT5G09920.1
AT2G03150.1	AT5G41010.1
AT2G03150.1	AT2G37340.1
AT2G03150.1	AT2G29210.1
AT2G03150.1	AT2G24590.1
AT2G03150.1	AT3G12580.1
AT2G03150.1	AT5G64200.2
AT2G03150.1	AT3G57080.1
AT3G05020.1	AT2G05990.2
ATCG00480.1	ATCG00340.1
ATCG00480.1	AT4G04640.1
ATCG00480.1	ATCG00130.1
ATCG00480.1	ATCG00280.1
ATCG00480.1	ATCG00670.1
ATCG00480.1	ATCG01060.1
ATCG00480.1	ATCG00710.1
ATCG00480.1	ATCG01110.1
ATCG00480.1	ATCG00580.1
ATCG00480.1	ATCG00120.1
ATCG00480.1	ATCG00270.1
ATCG00480.1	ATCG00720.1
ATCG00480.1	AT4G32260.1
ATCG00480.1	AT4G09650.1
ATCG00480.1	ATCG00490.1
ATCG00480.1	ATCG00470.1
ATCG00480.1	ATCG00020.1
ATCG00480.1	ATCG00350.1
ATCG00480.1	ATMG01170.1
AT5G09380.1	AT5G41010.1
AT5G09380.1	AT1G13160.1
AT5G09380.1	AT3G57080.1
AT2G05100.1	AT3G08940.2
AT2G05100.1	AT5G66570.1
AT2G05100.1	AT1G30380.1
AT2G05100.1	AT1G31330.1
AT2G05100.1	AT1G55670.1
AT2G05100.1	AT2G40100.1
AT2G05100.1	AT5G01530.1
AT2G05100.1	AT4G04640.1
AT2G05100.1	AT3G50820.1
AT2G05100.1	AT1G06680.1
AT2G05100.1	AT1G03130.1
AT2G05100.1	AT4G10340.1
AT2G05100.1	ATCG01060.1
AT2G05100.1	AT4G02770.1
AT2G05100.1	ATCG00350.1
AT2G05100.1	AT1G15820.1
AT2G05100.1	AT1G29920.1
AT2G05100.1	AT4G12800.1
ATCG01110.1	ATCG00120.1
ATCG01110.1	AT4G04640.1
ATCG01110.1	ATCG00130.1
ATCG01110.1	ATCG00280.1
ATCG01110.1	ATCG00720.1
ATCG01110.1	ATCG00480.1
ATCG01110.1	ATCG00470.1
ATCG01110.1	ATCG00520.1
ATCG01110.1	ATCG00350.1
ATCG01110.1	ATMG01275.1
AT4G17530.1	AT4G17170.1
AT4G17530.1	AT5G10260.1
AT4G17530.1	AT4G39890.1
AT4G17530.1	AT5G60860.1
AT4G17530.1	AT5G59150.1
AT4G17530.1	AT5G11040.1
AT4G17530.1	AT1G22740.1
AT4G17530.1	AT5G05760.1
AT5G10260.1	AT4G17530.1
AT5G10260.1	AT4G17170.1
AT5G10260.1	AT4G39890.1
AT5G10260.1	AT5G60860.1
AT5G10260.1	AT5G59150.1
AT5G10260.1	AT1G22740.1
AT5G45680.1	AT2G05310.1
AT5G45680.1	AT3G01480.1
AT5G45680.1	AT3G63190.1
AT5G45680.1	AT4G09650.1
AT5G45680.1	AT1G54780.1
AT3G52840.1	AT1G65590.1
AT4G38970.1	AT1G42970.1
AT4G38970.1	AT3G08940.2
AT4G38970.1	AT1G30380.1
AT4G38970.1	AT4G01150.1
AT4G38970.1	AT4G02770.1
AT4G38970.1	AT3G26650.1
AT4G38970.1	AT3G12780.1
AT4G38970.1	AT2G21330.1
AT4G38970.1	AT1G55670.1
AT4G38970.1	AT1G20340.1
AT4G38970.1	AT5G01530.1
AT4G38970.1	AT3G50820.1
AT4G38970.1	AT1G06680.1
AT4G38970.1	AT2G39730.1
AT4G38970.1	AT3G55800.1
AT4G38970.1	AT4G10340.1
AT4G38970.1	AT1G32060.1
AT4G38970.1	AT1G15820.1
AT4G38970.1	AT1G43670.1
AT1G16080.1	AT5G17170.1
